model,language_code,language,final_rank,voice_id,voice_name,Notice Period,Multiplier
eleven_v3,rus,Russian,2,rQOBu7YxCDxGiFdTm28w,Artem Lebedev - Captivating and Engaging,730,
eleven_v3,rus,Russian,3,txnCCHHGKmYIwrn7HfHQ,Alexandr Vlasov - Vibrant and Energetic,730,
eleven_v3,rus,Russian,4,gJEfHTTiifXEDmO687lC,"Prince Nur - Deep, Rich and Balanced",730,
eleven_v3,rus,Russian,5,TUQNWEvVPBLzMBSVDPUA,Alex Bell - Deep and Confident,730,
eleven_v3,rus,Russian,6,3EuKHIEZbSzrHGNmdYsx,"Nikolay - Confident, Clear and Engaging",730,
eleven_v3,rus,Russian,7,0BcDz9UPwL3MpsnTeUlO,"Denis - Pleasant, Engaging and Friendly",730,
eleven_v3,rus,Russian,8,kwajW3Xh5svCeKU5ky2S,Dmitry - Clear and Energetic,730,
eleven_v3,rus,Russian,9,ogi2DyUAKJb7CEdqqvlU,"Stanislav - Deep, Empathetic and Warm",730,
eleven_v3,rus,Russian,10,ymDCYd8puC7gYjxIamPt,"Marina - Soft, Clear and Warm",730,
eleven_v3,slk,Slovak,1,3K1lqsxxXFiTAXCO09Zv,Ingrid - Steady Storyteller,730, $0.20
eleven_v3,slk,Slovak,2,2ST3sI2j7fz4A5oXjnbA,Adam - Young and Energetic,,
eleven_v3,slk,Slovak,3,9Nd358gE1qQp0pDh8FgP,Julia - Young & Airy,730,
eleven_v3,slk,Slovak,4,GsFe19Xn8iGqNR2RxINi,Jolana,730,
eleven_v3,slk,Slovak,5,bYqmvVkXUBwLwYpGHGz3,Andrej - Balanced and Airy,730,
eleven_v3,slk,Slovak,6,Zai7B4Aol2bJtneyq0L1,"Luki Zajo - Lively, Deep and Focused",730,
eleven_v3,slk,Slovak,7,d6IbhdqAKkXCCVuJjbie,"Peter - Alien, Friendly and Soft",730,
eleven_v3,slk,Slovak,8,DXwrzy2wtKORwDTbsMwk,Jaro,730,
eleven_v3,slk,Slovak,9,5TUD5nYN251MvBggIfLu,"Alex - Pleasant, Warm and Trustworthy",180,
eleven_v3,slk,Slovak,10,p3wIsFxr8jwlbV96oUnD,Peter,730,
eleven_v3,spa,Spanish,1,80lPKtzJMPh1vjYMUgwe,"Benjamin - Deep, Smooth and Rich",730,
eleven_v3,spa,Spanish,2,dlGxemPxFMTY7iXagmOj,"Fernando Martínez - Rapid, Persuasive",730,
eleven_v3,spa,Spanish,3,l1zE9xgNpUTaQCZzpNJa,"Alberto Rodríguez - Serious, Narrative",730,
eleven_v3,spa,Spanish,4,2rigMbVWLdqtBSCahJFX,"Tatiana Martin - Wise-speaking, calm",730,
eleven_v3,spa,Spanish,5,qHkrJuifPpn95wK3rm2A,"Andrea - Polite, Cheerful and Calm",,
eleven_v3,spa,Spanish,6,sKgg4MPUDBy69X7iv3fA,"Alejandro Duràn - Warm, Deep and Hoarse",730, $0.20
eleven_v3,spa,Spanish,7,Nh2zY9kknu6z4pZy6FhD,David Martin - Confident and Balanced,730,
eleven_v3,spa,Spanish,8,kcQkGnn0HAT2JRDQ4Ljp,"Norah - Warm, Friendly and Clear",730,
eleven_v3,spa,Spanish,9,CaJslL1xziwefCeTNzHv,Cristina Campos - Friendly and Soft,730,
eleven_v3,spa,Spanish,10,9F4C8ztpNUmXkdDDbz3J,"Dan - Upbeat, Dynamic and Friendly",730,
eleven_v3,swe,Swedish,1,Hyidyy6OA9R3GpDKGwoZ,Jonas - Deep and Soft,730, $0.20
eleven_v3,swe,Swedish,2,7UMEOkIJdI4hjmR2SWNq,"Ola Paulakoski - Deep, Soft and Engaging",730,
eleven_v3,swe,Swedish,3,4Ct5uMEndw4cJ7q0Jx0l,Elin - Neutral and Clear,730,
eleven_v3,swe,Swedish,4,e6OiUVixGLmvtdn2GJYE,Jonas - Calm and Informative,730, $0.20
eleven_v3,swe,Swedish,5,x0u3EW21dbrORJzOq1m9,Adam Composer - Resonant and Smooth,365,
eleven_v3,swe,Swedish,6,aSLKtNoVBZlxQEMsnGL2,Sanna Hartfield - Calm and Soothing,730,
eleven_v3,swe,Swedish,7,kkwvaJeTPw4KK0sBdyvD,Bengt - Calm and Soft,730,
eleven_v3,swe,Swedish,8,ZSHzpa6aUvhjzShiBmYw,Sanna Hartfield - Sassy and Natural,730,
eleven_v3,swe,Swedish,9,4xkUqaR9MYOJHoaC1Nak,Sanna Hartfield - Direct and Natural,730,
eleven_v3,swe,Swedish,10,6eknYWL7D5Z4nRkDy15t,Tommy Thunstroem - Warm and Informative,730,
eleven_v3,tam,Tamil,1,mGboHvCVOXWYeFL8KTR0,Yazhini - Friendly & Warm Customer Care,730,
eleven_v3,tam,Tamil,2,gqFUMFHCD2nbbcYVtPGB,"Nila - Calm, Wise and Clear",730,
eleven_v3,tam,Tamil,3,C2RGMrNBTZaNfddRPeRH,"Nila - Warm, Clear and Conversational",730,
eleven_v3,tam,Tamil,4,pTM0m0egrCpo5i9b1gpo,"Maneesh - Soothing, Gentle and Clear",730,
eleven_v3,tam,Tamil,5,eh0hAHy3N3C9DE0uyHHD,"Srivi - Soothing, Clear and Poetic",730,
eleven_v3,tam,Tamil,6,gJvkwI7wGFW2czmyfJhp,"Muthu - Narrative, Calm and Informal",730,
eleven_v3,tam,Tamil,7,izSi63MW0URDnszWlZMX,Harini - Optimistic and Confident,730,
eleven_v3,tam,Tamil,8,ZhJ5LanYnCmLKQUXvsV7,Ramaa - Motivational and Confident,730,
eleven_v3,tam,Tamil,9,V9LCAAi4tTlqe9JadbCo,"Nila - Warm, Polite and Clear",730,
eleven_v3,tam,Tamil,10,gCr8TeSJgJaeaIoV4RWH,Meera - Friendly and Conversational,730,
eleven_v3,tur,Turkish,1,xyqF3vGMQlPk3e7yA4DI,"Ahu - Cheerful, Encouraging and Inviting",730,
eleven_v3,tur,Turkish,2,aEJD8mYP0nuof1XHShVY,"Gozde Arikan - Soft, Warm and Clear",30,
eleven_v3,tur,Turkish,3,KbaseEXyT9EE0CQLEfbB,Belma - Dynamic and Clear Narrator,730, $0.20
eleven_v3,tur,Turkish,4,NsFK0aDGLbVusA7tQfOB,Irem - Audiobook Narrator,730, $0.20
eleven_v3,tur,Turkish,5,7VqWGAWwo2HMrylfKrcm,"Fatih Yıldırım - Deep, Clear and Rich",,
eleven_v3,tur,Turkish,6,PdYVUd1CAGSXsTvZZTNn,"Mia - Clear, Steady and Warm",730, $0.20
eleven_v3,tur,Turkish,7,J17lijyP1BHYcM7ld0Rg,"Adam - Deep, Professional and Serious",730,
eleven_v3,tur,Turkish,8,IuRRIAcbQK5AQk1XevPj,Doga - Upbeat and Rich,730,
eleven_v3,tur,Turkish,9,oPC5I9GKjMReiaM29gjY,"Gökçe Deniz - Joyful, Friendly and Warm",730,
eleven_v3,tur,Turkish,10,EJGs6dWlD5VrB3llhBqB,Cicek - Joyful and Dynamic Storyteller,730, $0.20
eleven_v3,ukr,Ukrainian,1,eLDtXX7z65CuLasDRxrP,"Leonid Drapei - Wise, Calm Teacher",730,
eleven_v3,ukr,Ukrainian,2,Ntd0iVwICtUtA6Fvx27M,Evgeniy Shevchenko - Vibrant and Rich,730,
eleven_v3,ukr,Ukrainian,3,B31Kx7rXmNnYqp1QWHR2,Volodymyr - Light and Captivating,730,
eleven_v3,ukr,Ukrainian,4,nCqaTnIbLdME87OuQaZY,Vira - Natural and Young Storyteller,730,
eleven_v3,ukr,Ukrainian,5,GVRiwBELe0czFUAJj0nX,Anton - Friendly and Warm Storyteller,730,
eleven_v3,ukr,Ukrainian,6,TEyBWD5tAHAWqAGEv6yI,Yevhen - Resonant and Distinctive,730,
eleven_v3,ukr,Ukrainian,7,9Sj8ugvpK1DmcAXyvi3a,Alex Nekrasov - Confident and Clear,730,
eleven_v3,ukr,Ukrainian,8,jn6ifzU1eO5tfUZ2ZJVg,Bogdan - Melodic and Calm,730,
eleven_v3,ukr,Ukrainian,9,0ZQZuw8Sn4cU0rN1Tm2K,Yaroslava - Loud and Hasty,730,
eleven_v3,ukr,Ukrainian,10,h9NSQvWZaC4NFusYsxT9,"Artem Klopotenko - Low, Rich and Deep",730,
eleven_v3,vie,Vietnamese,1,qByVAGjXwGlkcRDJoiHg,Kiều Linh,730,
eleven_v3,vie,Vietnamese,2,ueSxRO0nLF1bj93J2hVt,"Trung Caha - Clear, Firm and Informative",,
eleven_v3,vie,Vietnamese,3,DvG3I1kDzdBY3u4EzYh6,Ngân Nguyễn - Inspirational Narrator,730,
eleven_v3,vie,Vietnamese,4,UsgbMVmY3U59ijwK5mdh,"Trieu Duong - Deep, Calm and Resonant",730,
eleven_v3,vie,Vietnamese,5,A5w1fw5x0uXded1LDvZp,Nhu - Calm and Confident,730,
eleven_v3,vie,Vietnamese,6,7hsfEc7irDn6E8br0qfw,"Hai Ly - Deep, Serious and Resonant",730,
eleven_v3,vie,Vietnamese,7,pGapy9MNHCukzJtjavF0,"Hạnh - Smooth, Clear and Feminine",730, $0.20
eleven_v3,vie,Vietnamese,8,d5HVupAWCwe4e6GvMCAL,"Mai - Natural, Bright and Authentic",730,
eleven_v3,vie,Vietnamese,9,3VnrjnYrskPMDsapTr8X,"Tung Dang - Deep, Warm and Resonant",,
eleven_v3,vie,Vietnamese,10,1d5Bb0SMBPB10Gx6iQeu,"Tung Dang - Warm, Calm and Gentle",,
eleven_v4,ara,Arabic,1,G1HOkzin3NMwRHSq60UI,"Chaouki - Deep, Clear and Engaging",365,
eleven_v4,ara,Arabic,2,rPNcQ53R703tTmtue1AT,Mazen Lawand - Deep and Professional,730,
eleven_v4,ara,Arabic,3,JjTirzdD7T3GMLkwdd3a,Hamida - Professional and Positive,90,
eleven_v4,ara,Arabic,4,R6nda3uM038xEEKi7GFl,"Anas - Calm, Attractive and Clear",730,
eleven_v4,ara,Arabic,5,A9ATTqUUQ6GHu0coCz8t,"Hamid - Friendly, Natural and Positive",180,
eleven_v4,ara,Arabic,6,XTa3iQyMA6f1qrI4F6kZ,"Sara - Soft, Expressive, and Warm",730,
eleven_v4,ara,Arabic,7,yXEnnEln9armDCyhkXcA,"Jeddawi - Calm, Confident, and Deep",730,
eleven_v4,ara,Arabic,8,u0TsaWvt0v8migutHM3M,"Ghizlane - Smooth, Distinctive and Calm",730,
eleven_v4,ara,Arabic,9,LXrTqFIgiubkrMkwvOUr,"Masry - Narrative, Clear and Strong",730,
eleven_v4,ara,Arabic,10,IES4nrmZdUBHByLBde0P,"Haytham - Energetic, Warm and Cheerful",730,
eleven_v4,bul,Bulgarian,1,M1ydWt7KnBCiuv4CnEDC,"Milena - Optimistic, Clear, and Balanced",730,
eleven_v4,bul,Bulgarian,2,406EiNlYvqFqcz3vsnOm,"Peter K - Warm, Round, and Smooth",730,
eleven_v4,bul,Bulgarian,3,vnewfQdVVk9Y9DZWVRNm,Moonglow - Mediative and Polished,730,
eleven_v4,bul,Bulgarian,4,pREMn4INXSs2KOPsNcsD,Alexandra - Smooth and Diplomatic,180, $0.20
eleven_v4,bul,Bulgarian,5,fSxb5mPM1l5zTVVtM3Vb,"Elena - Energetic, Friendly, and Clear",180, $0.20
eleven_v4,bul,Bulgarian,6,vZifugoCmJjNgn0bBdKH,Yordan,730,
eleven_v4,bul,Bulgarian,7,tnSpp4vdxKPjI9w0GnoV,Hope - upbeat and clear,730,
eleven_v4,bul,Bulgarian,8,31jwlwrRwpOA5yGuVAby,"Georgi - Tender, Rich, and Reassuring",730,
eleven_v4,bul,Bulgarian,9,t3s4pRCVAAa7mheLnw74,"Vanesa - Deep, Warm, Narration",730,
eleven_v4,bul,Bulgarian,10,gdk0ZsvfAOobfbTtnx6p,Kosta,730,
eleven_v4,ces,Czech,1,bF7C2fCv7Zf30iT84wZ1,"Jana - Warm, Confident and Professional",730,
eleven_v4,ces,Czech,2,SZXidiHhq5QYe3jRboSZ,"Anet - Low, Soft and Conversational",730, $0.20
eleven_v4,ces,Czech,3,MpbYQvoTmXjHkaxtLiSh,Anet - Youthful and Lively,730,
eleven_v4,ces,Czech,4,U48DQ1c9SVmD2BVCSiHL,Zazy - Clear Audiobook Narrator,,
eleven_v4,ces,Czech,5,7FpO7yFcBAfqM6vZJCg7,Jan - Bright and Gentle,730,
eleven_v4,ces,Czech,6,vP4R9CqQI4q0HlVrXJWj,Zdeněk - Strong and Deep,730,
eleven_v4,ces,Czech,7,KIDKfqJyZ6ASuyzsKfh5,Jan - Kind Educator,365,
eleven_v4,ces,Czech,8,daJ4gHLkIVFskWuoLuDX,Oliver - Smooth and Engaging,730,
eleven_v4,ces,Czech,9,NHv5TpkohJlOhwlTCzJk,"Pawel - Cinematic, Deep and Confident",30,
eleven_v4,ces,Czech,10,uYFJyGaibp4N2VwYQshk,Adam - Velvety and Conversational,730,
eleven_v4,cmn,Mandarin Chinese,1,MI36FIkp9wRP7cpWKPTl,"Evan Zhao - Warm, Calm and Trustworthy",730,
eleven_v4,cmn,Mandarin Chinese,2,9lHjugDhwqoxA5MhX0az,"Anna Su - Casual, Friendly and Bright",730,
eleven_v4,cmn,Mandarin Chinese,3,fQj4gJSexpu8RDE2Ii5m,"Yu - Youthful, Energetic and Engaging",730,
eleven_v4,cmn,Mandarin Chinese,4,4VZIsMPtgggwNg7OXbPY,"James Gao - Calm, Friendly and Warm",730,
eleven_v4,cmn,Mandarin Chinese,5,ByhETIclHirOlWnWKhHc,Shan Shan - Young Energetic Female,90,
eleven_v4,cmn,Mandarin Chinese,6,BrbEfHMQu0fyclQR7lfh,"Kevin Tu - Natural, Steady and Calm",365,
eleven_v4,cmn,Mandarin Chinese,7,DowyQ68vDpgFYdWVGjc3,"Jason Chen - Deep, Magnetic and Calm",730,
eleven_v4,cmn,Mandarin Chinese,8,hZTuv9Zqrq4yHYrEmF1r,"Adam Li -  Deep, Steady and Calm",730,
eleven_v4,cmn,Mandarin Chinese,9,hkfHEbBvdQFNX4uWHqRF,"Stacy - Young, Sweet and Cute",730,
eleven_v4,cmn,Mandarin Chinese,10,WuLq5z7nEcrhppO0ZQJw,"Martin Li - Raspy, Serious and Deep",730,
eleven_v4,dan,Danish,1,ygiXC2Oa1BiHksD3WkJZ,"Mathias - Engaging, Natural and Warm",730,
eleven_v4,dan,Danish,2,V34B5u5UbLdNJVEkcgXp,Noam - Enganging and Clear,,
eleven_v4,dan,Danish,3,4RklGmuxoAskAbGXplXN,"Camilla - Engaging, Clear and Calm",730,
eleven_v4,dan,Danish,4,qhEux886xDKbOdF7jkFP,"Peter - Natural, Crisp and Clear",730,
eleven_v4,dan,Danish,5,EU14UTtflRFtOAuWCuVe,Teddy Andersen - Clear and Calm,730,
eleven_v4,dan,Danish,6,BIWC0507fYMfhPcAEIRP,"Mads - Clear, Direct and Natural",730,
eleven_v4,dan,Danish,7,xj6X4BCUsv9oxohm1E8o,"Søren - Clear, Confident and Versatile",730,
eleven_v4,dan,Danish,8,Hp07ONf6C5qlCKOeB4oo,Constantin Birkedal -  Calm and Soothing,90,
eleven_v4,dan,Danish,9,6SjhOkgKPuHxm8q0eIyp,Christian - Calm and Engaging,365, $0.01
eleven_v4,dan,Danish,10,C43bq5qXRueL1cBQEOt3,Thomas Hansen - Warm and Deep,90,
eleven_v4,deu,German,1,bAFkvitDGeDMmqo9gJzO,Niander Wallace,730,
eleven_v4,deu,German,2,aTTiK3YzK3dXETpuDE2h,Ben - Effortless and Casual,730,
eleven_v4,deu,German,3,K75lPKuh15SyVhQC1LrE,Carola - Sharp and Clear,30,
eleven_v4,deu,German,4,FTNCalFNG5bRnkkaP5Ug,Otto - Casual and Normal,730,
eleven_v4,deu,German,5,v3V1d2rk6528UrLKRuy8,Susi - Effortless and Confident,730,
eleven_v4,deu,German,6,ViKqgJNeCiWZlYgHiAOO,"Annika - Calm, Confident and Pleasant",730,
eleven_v4,deu,German,7,AnvlJBAqSLDzEevYr9Ap,"Ava - Youthful, Authentic and Friendly",730,
eleven_v4,deu,German,8,Em6LomliZyRFu3w09pjD,"Isabell - Youthful, Soft and Kind",730, $0.10
eleven_v4,deu,German,9,7eVMgwCnXydb3CikjV7a,Lea - Clear and Feminine,730,
eleven_v4,deu,German,10,z0gdR3nhVl1Ig2kiEigL,Luisa - Confident and Patient,730,
eleven_v4,ell,Greek,1,20zUtLxCwVzsFDWub4sB,"Stefanos - Calm, Narrational and Soft",30,
eleven_v4,ell,Greek,2,n0vzWypeCK1NlWPVwhOc,"Theos - Narrational, Assertive and Warm",730,
eleven_v4,ell,Greek,3,5DAtyqt3LGjv9jkjNVFd,"Eugene - Expressove, Calm and Brisk",365,
eleven_v4,ell,Greek,4,cuab90umcstNgL8U7orz,"Fatsis - Narrational, Warm and Crisp",730, $0.07
eleven_v4,ell,Greek,5,TN3alZndDSA8GYZSOf3r,"Georgios - Casual, Calm and Reassuring",730,
eleven_v4,ell,Greek,6,6z1Ks05MOtac6wYNh9PJ,"Kyriakos - Soft, Narrational and Calm",730,
eleven_v4,ell,Greek,7,PaZ8laODC1yRxHTPYJFh,"Christos - Casual, Calm and Serious",180,
eleven_v4,ell,Greek,8,aTP4J5SJLQl74WTSRXKW,"Eleni - Soft, Narrational and Calm",30,
eleven_v4,ell,Greek,9,0oYUKTNPbymIKVAkDQqh,Sofia,180,
eleven_v4,ell,Greek,10,7smwXrU3C1PfaspIIUZB,"Sophia - Assertive, Joyful and Warm",730,
eleven_v4,eng,English,1,ZF6FPAbjXT4488VcRRnw,Amelia - Enthusiastic and Expressive,730,
eleven_v4,eng,English,2,1SM7GgM6IMuvQlz2BwM3,"Mark - Casual, Relaxed and Light",730,
eleven_v4,eng,English,3,kPzsL2i3teMYv0FxEYQ6,"Brittney - Social Media Voice - Fun, Youthful & Informative",180,
eleven_v4,eng,English,4,UgBBYS2sOqTuMpoF3BR0,Mark - Natural Conversations,730,
eleven_v4,eng,English,5,tnSpp4vdxKPjI9w0GnoV,Hope - upbeat and clear,730,
eleven_v4,eng,English,6,OYTbf65OHHFELVut7v2H,"Hope - Natural, Clear and Calm",730,
eleven_v4,eng,English,7,jqcCZkN6Knx8BJ5TBdYR,"Zara – The Warm, Real-World Conversationalist",730,
eleven_v4,eng,English,8,Se2Vw1WbHmGbBbyWTuu4,Allison - Inviting and Velvety,730,
eleven_v4,eng,English,9,G17SuINrv2H9FC6nvetn,Christopher - Gentle and Trustworthy,730,
eleven_v4,eng,English,10,6OzrBCQf8cjERkYgzSg8,Young Jamal,730,
eleven_v4,fil,Filipino,1,jN7Z0yN1A1cDJRBH2ZZF,"Pedro - Calm, Laidback, and Clear",,
eleven_v4,fil,Filipino,2,npRgfJVBXuwAB3NbZayl,"Askeladd - Deep, Natural, and Clear",730,
eleven_v4,fil,Filipino,3,RKj1DIXprh8zdvjllfhJ,Tiya Maria - Horror Storyteller,730,
eleven_v4,fil,Filipino,4,DxICOrDlizHfox9uSCDm,Kuya Pedro Penduko - Gentle Storyteller,730,
eleven_v4,fil,Filipino,5,XsTUAQbH1gw34ugPMuYV,Dok Jim - Natural Storyteller,730,
eleven_v4,fil,Filipino,6,x67weArB3J1Pw9MN46KC,Ate Namie - Captivating Narrator,730, $0.20
eleven_v4,fil,Filipino,7,RnW8EXHv9GqGMgyP0sXG,Ate Lyn - Captivating Voiceover Queen,730,
eleven_v4,fil,Filipino,8,mOYuoC0AAGM3erLKflvc,Nanay Pilar - Engaging Host and Narrator,730, $0.20
eleven_v4,fil,Filipino,9,MUVOVB3VWCo7pumU3SIO,Kuya Manny - Soothing Narrator,730,
eleven_v4,fil,Filipino,10,OkDfD8rwvBeYcTxaYXYj,Mark - Horror Storyteller,730,
eleven_v4,fin,Finnish,1,3OArekHEkHv5XvmZirVD,Christoffer Weiss - Hopeful and Steady,90,
eleven_v4,fin,Finnish,2,Dkbbg7k9Ir9TNzn5GYLp,Henry Aflecht - Professional and Rich,#N/A,#N/A
eleven_v4,fin,Finnish,3,Gp43kq9FsSlavD7esRtx,Vaino - Peaceful & Soulful,,
eleven_v4,fin,Finnish,4,paqSK057kuKFy1kq3bdZ,Martti - Calm & relaxed,180,
eleven_v4,fin,Finnish,5,YSabzCJMvEHDduIDMdwV,"Aurora - Cheerful, Optimistic and Round",,
eleven_v4,fin,Finnish,6,GdUwr3tVJwSb22ROvLCr,Jukka Uusitalo - Stoic and Steady,,
eleven_v4,fin,Finnish,7,JMfkzZiSsox62UXcXUqM,"Jaakko - Calm, Reflective and Soft",365,
eleven_v4,fin,Finnish,8,RiWFFlzYFZuu4lPMig3i,Soili - Neutral and Light,180,
eleven_v4,fin,Finnish,9,dlbXHgJnwobU5JdZ8F5M,Jussi - Strong and Silly,730,
eleven_v4,fin,Finnish,10,fC33e0BIKA7wWK2MeARj,Miika - Diplomatic and Steady,180,
eleven_v4,fra,French,1,NyxenPOqNyllHIzSoPbJ,Theo - Warm and Young,730, $0.20
eleven_v4,fra,French,2,6vTyAgAT8PncODBcLjRf,"Claire - Warm, Pretty and Charming",730, $0.20
eleven_v4,fra,French,3,aQROLel5sQbj1vuIVi6B,Nicolas - Narrator,730,
eleven_v4,fra,French,4,AmMsHJaCw4BtwV3KoUXF,Nicolas Petit - Convincing and Bright,730,
eleven_v4,fra,French,5,McVZB9hVxVSk3Equu8EH,Audrey - Energetic Commercial,730,
eleven_v4,fra,French,6,txtf1EDouKke753vN8SL,Jeanne - Narrator,730,
eleven_v4,fra,French,7,FvmvwvObRqIHojkEGh5N,"Adina - Young, Welcoming and Joyful",730,
eleven_v4,fra,French,8,glDtoWIoIgk38YbycCwG,Clara Dupont - Professional and Urgent,730,
eleven_v4,fra,French,9,imRmmzTqlLHt9Do1HufF,"Hélène - Neutral, Controled and Old",,
eleven_v4,fra,French,10,x10MLxaAmShMYt7vs7pl,Maevys - Audiobook Narrator,730, $0.05
eleven_v4,hin,Hindi,1,kiaJRdXJzloFWi6AtFBf,Tarini - Calm and Measured,730,
eleven_v4,hin,Hindi,2,9w21nMuk8CWXIME31V1S,"Simran - Young, Friendly and calm",730,
eleven_v4,hin,Hindi,3,FZkK3TvQ0pjyDmT8fzIW,"Bunty - Punchy, Crisp and Reel King",730,
eleven_v4,hin,Hindi,4,OtEfb2LVzIE45wdYe54M,"Zara - Soft, Professional and Gentle",730,
eleven_v4,hin,Hindi,5,2bNrEsM0omyhLiEyOwqY,Monika Sogam - Friendly and Reassuring,730,
eleven_v4,hin,Hindi,6,7w5JDCUNbeKrn4ySFgfu,"Nikita - Calm, Smooth and Diplomatic",730,
eleven_v4,hin,Hindi,7,zT03pEAEi0VHKciJODfn,"Raju - Clear, Natural and Warm",730,
eleven_v4,hin,Hindi,8,6V9kz8WiEZCuxIP4zw8F,"Vidya - Serious, Steady and Urgent",730,
eleven_v4,hin,Hindi,9,gHu9GtaHOXcSqFTK06ux,"Anjali - Warm, Cheerful and Clear",730,
eleven_v4,hin,Hindi,10,KYiVPerWcenyBTIvWbfY,"Sia - Friendly, Helpful and Reassuring",730,
eleven_v4,hrv,Croatian,1,O9XgmQnaZveORWl6mTHm,"Tomislav - Calm, Clear and Narrative",730,
eleven_v4,hrv,Croatian,2,0jvpZ98RZwx5FBOSZAc3,"Maja - Engaging, Narrative",90,
eleven_v4,hrv,Croatian,3,ZLYZToA7aDsMbHwM9AOr,"Luka - Calm, Narrative",730,
eleven_v4,hrv,Croatian,4,FXFcxnjikw0naYO1PPrU,"Adnan - Energetic, Educational",365,
eleven_v4,hrv,Croatian,5,TRnNlYQWHAJwo9K75wNE,"Fran - Calm, Narrative",730,
eleven_v4,hrv,Croatian,6,vFQACl5nAIV0owAavYxE,"Ivan - Informative, Educational",180,
eleven_v4,hrv,Croatian,7,kpx2bGcCm6NK1UJ5jxMH,"Davor - Conversational, Casual",,
eleven_v4,hrv,Croatian,8,VB7D8zswiztJjyl8LI3a,Balkanika - Expressive Universal Slavic Narrator,730, $0.20
eleven_v4,hrv,Croatian,9,adxhr4Ei7ASJ3Cz7fxwX,"Slobodan - Persuasive, Narrative",730,
eleven_v4,hrv,Croatian,10,F2kYsMGahtg8auErVXgY,"Dylan - Profesional, Warm",730,
eleven_v4,hun,Hungarian,1,WYg5oajoUHxVa6ikQXec,"Freddy - Natural, Calm and Deep",730,
eleven_v4,hun,Hungarian,2,M336tBVZHWWiWb4R54ui,"David - Deep, Soothing and Sincere",730,
eleven_v4,hun,Hungarian,3,yyPLNYHg3CvjlSdSOdLh,"Balázs - Energetic, Clear and Personable",730, $0.20
eleven_v4,hun,Hungarian,4,7B7mSWflzRSaO1yGeJH6,"Gábor - Warm, Natural and Confident",180,
eleven_v4,hun,Hungarian,5,TumdjBNWanlT3ysvclWh,"Peter - Youthful, Casual and Easygoing",730,
eleven_v4,hun,Hungarian,6,3DRcczmb3qwp5aVD9M9E,"Attila - Calm, Young and Casual",730,
eleven_v4,hun,Hungarian,7,FkINb4v84xQZDEO0VPcl,"Dávid - Deep, Natural and Amiable",730,
eleven_v4,hun,Hungarian,8,polm59PrdXp5lKpce2EG,"Dávid - Rich, Clear and Engaging",730,
eleven_v4,hun,Hungarian,9,xjlfQQ3ynqiEyRpArrT8,"Vera - Young, Energetic and Expressive",730,
eleven_v4,hun,Hungarian,10,vPyfZcTRVuFmWwDgQRSd,"Nolen - Calm, Clear and Confident",730,
eleven_v4,ind,Indonesian,1,1k39YpzqXZn52BgyLyGO,"Bian - Neutral, Calm and Clear",730,
eleven_v4,ind,Indonesian,2,q8qwd1jY2jS3AWOBeq25,"Pratama - Clear, Confident and Warm",730,
eleven_v4,ind,Indonesian,3,I7sakys8pBZ1Z5f0UhT9,Putri Maharani - Neutral and WItty,730,
eleven_v4,ind,Indonesian,4,iWydkXKoiVtvdn4vLKp9,"Cahaya - Youthful, Clear and Engaging",730,
eleven_v4,ind,Indonesian,5,lFjzhZHq0NwTRiu2GQxy,Tri Nugraha - Friendly and Inviting,,
eleven_v4,ind,Indonesian,6,X8n8hOy3e8VLQnHTUcc5,"Bram - Warm, Expressive and Welcoming",730,
eleven_v4,ind,Indonesian,7,plgKUYgnlZ1DCNh54DwJ,"Dakocan - Expressive, Cheerful and Clear",730,
eleven_v4,ind,Indonesian,8,v70fYBHUOrHA3AKIBjPq,"Mahaputra - Neutral, Calm and Gravelly",730,
eleven_v4,ind,Indonesian,9,TMvmhlKUioQA4U7LOoko,"Andi - Clear, Friendly and Calm",180,
eleven_v4,ind,Indonesian,10,RWiGLY9uXI70QL540WNd,"Putra - Smooth, Clear and Engaging",730,
eleven_v4,ita,Italian,1,W71zT1VwIFFx3mMGH2uZ,"MarcoTrox - Warm, Balanced and Polished",730,
eleven_v4,ita,Italian,2,HuK8QKF35exsCh2e7fLT,Carmelo La Rosa - Deep and Balanced,730,
eleven_v4,ita,Italian,3,uScy1bXtKz8vPzfdFsFw,Antonio Farina - Expressive and Warm,730,
eleven_v4,ita,Italian,4,13Cuh3NuYvWOVQtLbRN8,"Marco - Deep, Rich and Reflective",730,
eleven_v4,ita,Italian,5,fzDFBB4mgvMlL36gPXcz,Giovanni Rossi - Deep and Sympathetic,730,
eleven_v4,ita,Italian,6,fQmr8dTaOQq116mo2X7F,"Samanta - Reassuring, Warm and Deep",730,
eleven_v4,ita,Italian,7,gfKKsLN1k0oYYN9n2dXX,"Violetta - Ringing, Bright and Joyful",730,
eleven_v4,ita,Italian,8,Ha21jUwaMwdgQvqNslSM,"Fabi - Involving, Rich and Controlled",90,
eleven_v4,ita,Italian,9,BZc8d1MPTdZkyGbE9Sin,"Luna - Natural, Measured and Confident",90, $0.20
eleven_v4,ita,Italian,10,DLMxnwJE0a28JQLTMJPJ,"Andy - Warm, Nuanced and Mature",730,
eleven_v4,jpn,Japanese,1,RBnMinrYKeccY3vaUxlZ,Sakura - Narrational,730, $0.20
eleven_v4,jpn,Japanese,2,GxxMAMfQkDlnqjpzjLHH,"Kozy - Inviting, Measured and Guttural",730,
